ts_event,best_level_ofi,ofi_level_0,ofi_level_1,ofi_level_2,ofi_level_3,ofi_level_4,ofi_level_5,ofi_level_6,ofi_level_7,ofi_level_8,ofi_level_9,integrated_ofi,symbol,best_level_ofi_AAPL,integrated_ofi_AAPL
2024-10-21 12:05:00+00:00,1200.0,1200.0,1.0,200.0,535.0,-27.0,0.0,0.0,0.0,0.0,0.0,1.8433535100478255,AAPL,1200.0,1.8433535100478255
2024-10-21 12:06:00+00:00,200.0,200.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21399980216075026,AAPL,200.0,0.21399980216075026
2024-10-21 12:07:00+00:00,-78.0,-78.0,29.0,1200.0,-399.0,477.0,-390.0,14.0,60.0,-590.0,105.0,0.8253327869417422,AAPL,-78.0,0.8253327869417422
2024-10-21 12:08:00+00:00,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046204099728155194,AAPL,0.0,0.046204099728155194
2024-10-21 12:09:00+00:00,10.0,10.0,-189.0,173.0,-370.0,1199.0,-49.0,-95.0,-95.0,37.0,14.0,0.7413423507563365,AAPL,10.0,0.7413423507563365
2024-10-21 12:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03309027620808169,AAPL,0.0,0.03309027620808169
2024-10-21 12:11:00+00:00,-1.0,-1.0,200.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11811585873158253,AAPL,-1.0,0.11811585873158253
2024-10-21 12:12:00+00:00,0.0,0.0,200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12256418668940357,AAPL,0.0,0.12256418668940357
2024-10-21 12:13:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03309027620808169,AAPL,0.0,0.03309027620808169
2024-10-21 12:14:00+00:00,5.0,5.0,200.0,29.0,1200.0,1.0,505.0,10.0,100.0,15.0,110.0,2.014949626489164,AAPL,5.0,2.014949626489164
2024-10-21 12:15:00+00:00,-200.0,-200.0,-400.0,-29.0,-30.0,-600.0,-105.0,-63.0,-1.0,-2000.0,-2.0,-2.700986376224468,AAPL,-200.0,-2.700986376224468
2024-10-21 12:16:00+00:00,-259.0,-259.0,-100.0,-400.0,-30.0,-1.0,-100.0,-600.0,-105.0,-63.0,-1.0,-2.152479013593895,AAPL,-259.0,-2.152479013593895
2024-10-21 12:17:00+00:00,-50.0,-50.0,-200.0,-100.0,-400.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5203210359387404,AAPL,-50.0,-0.5203210359387404
2024-10-21 12:18:00+00:00,-200.0,-200.0,350.0,-30.0,-100.0,-400.0,-1.0,-100.0,-600.0,-105.0,-63.0,-2.4626197848132656,AAPL,-200.0,-2.4626197848132656
2024-10-21 12:19:00+00:00,200.0,200.0,1200.0,30.0,1.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.5484384038233311,AAPL,200.0,0.5484384038233311
2024-10-21 12:20:00+00:00,750.0,750.0,5.0,200.0,26.0,1200.0,1.0,505.0,10.0,100.0,15.0,3.5022117346297432,AAPL,750.0,3.5022117346297432
2024-10-21 12:21:00+00:00,0.0,0.0,-200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21878749907396497,AAPL,0.0,0.21878749907396497
2024-10-21 12:22:00+00:00,52.0,52.0,0.0,-226.0,-71.0,-400.0,-1.0,-100.0,-500.0,-105.0,-63.0,-2.2263053136556326,AAPL,52.0,-2.2263053136556326
2024-10-21 12:23:00+00:00,0.0,0.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05433521392574255,AAPL,0.0,-0.05433521392574255
2024-10-21 12:24:00+00:00,-100.0,-100.0,198.0,800.0,3.0,-100.0,-400.0,-1.0,-100.0,-500.0,-105.0,-0.6417890247815993,AAPL,-100.0,-0.6417890247815993
2024-10-21 12:25:00+00:00,21.0,21.0,402.0,105.0,200.0,1200.0,1.0,505.0,10.0,100.0,15.0,3.007390171217404,AAPL,21.0,3.007390171217404
2024-10-21 12:26:00+00:00,195.0,195.0,-7.0,-17.0,0.0,-100.0,-400.0,-1.0,-100.0,-500.0,-105.0,-0.986731478411125,AAPL,195.0,-0.986731478411125
2024-10-21 12:27:00+00:00,100.0,100.0,200.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31613327533229,AAPL,100.0,0.31613327533229
2024-10-21 12:28:00+00:00,-310.0,-310.0,-17.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2997516919814321,AAPL,-310.0,-0.2997516919814321
2024-10-21 12:29:00+00:00,-200.0,-200.0,-7.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18843614031402134,AAPL,-200.0,-0.18843614031402134
2024-10-21 12:30:00+00:00,-7.0,-7.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06157527224301524,AAPL,-7.0,-0.06157527224301524
2024-10-21 12:31:00+00:00,187.0,187.0,0.0,-7.0,-17.0,-100.0,-400.0,-1.0,-100.0,-500.0,-105.0,-0.9998224645576612,AAPL,187.0,-0.9998224645576612
2024-10-21 12:32:00+00:00,-200.0,-200.0,0.0,200.0,505.0,10.0,100.0,15.0,110.0,10.0,110.0,1.0677260383586615,AAPL,-200.0,1.0677260383586615
2024-10-21 12:33:00+00:00,-21.0,-21.0,-400.0,193.0,-17.0,-100.0,-400.0,-1.0,-110.0,-500.0,-105.0,-1.2769865299361192,AAPL,-21.0,-1.2769865299361192
2024-10-21 12:34:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03309027620808169,AAPL,0.0,0.03309027620808169
2024-10-21 12:35:00+00:00,80.0,80.0,1407.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731554929708007,AAPL,80.0,0.731554929708007
2024-10-21 12:36:00+00:00,96.0,96.0,-199.0,63.0,1107.0,1.0,504.0,-90.0,-400.0,-90.0,37.0,0.20610921962780474,AAPL,96.0,0.20610921962780474
2024-10-21 12:37:00+00:00,-24.0,-24.0,-2.0,398.0,-48.0,1203.0,-199.0,488.0,-90.0,-300.0,14.0,2.1103524120708883,AAPL,-24.0,2.1103524120708883
2024-10-21 12:38:00+00:00,-12.0,-12.0,-20.0,-128.0,-4.0,-128.0,-4.0,-400.0,-17.0,-100.0,-400.0,-2.2736989042061913,AAPL,-12.0,-2.2736989042061913
2024-10-21 12:39:00+00:00,-10.0,-10.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0,-0.17005564373318519,AAPL,-10.0,-0.17005564373318519
2024-10-21 12:40:00+00:00,7.0,7.0,1412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6575542948701535,AAPL,7.0,0.6575542948701535
2024-10-21 12:41:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03309027620808169,AAPL,0.0,0.03309027620808169
2024-10-21 12:42:00+00:00,200.0,200.0,1207.0,201.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3416190139027533,AAPL,200.0,1.3416190139027533
2024-10-21 12:43:00+00:00,-53.0,-53.0,-201.0,1407.0,-1.0,405.0,-390.0,99.0,-85.0,-400.0,-95.0,0.5614282029535743,AAPL,-53.0,0.5614282029535743
2024-10-21 12:44:00+00:00,-28.0,-28.0,-200.0,-1.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09868284774094783,AAPL,-28.0,-0.09868284774094783
2024-10-21 12:45:00+00:00,0.0,0.0,0.0,400.0,1.0,505.0,0.0,0.0,0.0,0.0,0.0,0.8803524690598976,AAPL,0.0,0.8803524690598976
2024-10-21 12:46:00+00:00,-1.0,-1.0,-1.0,-400.0,-17.0,-2.0,-100.0,-400.0,-1.0,-91.0,-500.0,-2.591322162357945,AAPL,-1.0,-2.591322162357945
2024-10-21 12:47:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03309027620808169,AAPL,0.0,0.03309027620808169
2024-10-21 12:48:00+00:00,9.0,9.0,1079.0,399.0,-399.0,883.0,405.0,-390.0,99.0,-85.0,-391.0,-0.06799235698407247,AAPL,9.0,-0.06799235698407247
2024-10-21 12:49:00+00:00,100.0,100.0,10.0,400.0,1207.0,1.0,1000.0,505.0,10.0,100.0,15.0,3.1321924608042275,AAPL,100.0,3.1321924608042275
2024-10-21 12:50:00+00:00,-300.0,-300.0,0.0,-90.0,-400.0,-1.0,-100.0,-500.0,-105.0,61.0,-60.0,-2.131057282829976,AAPL,-300.0,-2.131057282829976
2024-10-21 12:51:00+00:00,-103.0,-103.0,-200.0,-127.0,-100.0,-400.0,-1.0,-100.0,-500.0,-105.0,-63.0,-2.4315328163558716,AAPL,-103.0,-2.4315328163558716
2024-10-21 12:52:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.08057283657435128,AAPL,0.0,0.08057283657435128
2024-10-21 12:53:00+00:00,-8.0,-8.0,-99.0,-200.0,-127.0,-2.0,-100.0,-400.0,-1.0,-100.0,-500.0,-2.6064483511019936,AAPL,-8.0,-2.6064483511019936
2024-10-21 12:54:00+00:00,11.0,11.0,400.0,11.0,20.0,1207.0,1.0,1000.0,505.0,30.0,224.0,5.504810724611362,AAPL,11.0,5.504810724611362
2024-10-21 12:55:00+00:00,-29.0,-29.0,-98.0,-200.0,-127.0,-100.0,-400.0,-1.0,-100.0,-500.0,-105.0,-1.4929975489473504,AAPL,-29.0,-1.4929975489473504
2024-10-21 12:56:00+00:00,-93.0,-93.0,0.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1996604265069654,AAPL,-93.0,-0.1996604265069654
2024-10-21 12:57:00+00:00,22.0,22.0,14.0,20.0,400.0,1207.0,1.0,1000.0,505.0,30.0,224.0,5.682292943616142,AAPL,22.0,5.682292943616142
2024-10-21 12:58:00+00:00,0.0,0.0,0.0,-95.0,200.0,-107.0,1107.0,-399.0,-1.0,-100.0,-500.0,-1.709672015694295,AAPL,0.0,-1.709672015694295
2024-10-21 12:59:00+00:00,0.0,0.0,3.0,-187.0,0.0,0.0,-2.0,-100.0,-400.0,-1.0,-100.0,-1.5284846423893463,AAPL,0.0,-1.5284846423893463
2024-10-21 13:00:00+00:00,-384.0,-384.0,-100.0,-84.0,-84.0,0.0,0.0,0.0,0.0,-124.0,0.0,-0.6268319828554134,AAPL,-384.0,-0.6268319828554134
2024-10-21 13:01:00+00:00,-281.0,-281.0,-100.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22205350882514396,AAPL,-281.0,-0.22205350882514396
2024-10-21 13:02:00+00:00,-2.0,-2.0,-100.0,-401.0,-100.0,-1.0,-127.0,-100.0,-400.0,-1.0,-100.0,-1.8722799322401118,AAPL,-2.0,-1.8722799322401118
2024-10-21 13:03:00+00:00,1.0,1.0,1.0,100.0,200.0,15.0,109.0,10.0,45.0,110.0,100.0,0.8334786945167647,AAPL,1.0,0.8334786945167647
2024-10-21 13:04:00+00:00,-14.0,-14.0,-20.0,-400.0,-127.0,-100.0,-400.0,-1.0,-100.0,-500.0,-105.0,-1.579948553615143,AAPL,-14.0,-1.579948553615143
